"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"10536",13281,4,11.8,0.61,1.58,4,0.094,-25,69,1.04629,3.22,0.85,9.2,0,10,2
"10537",13282,6,7.6,0.2,0.3,11.4,-0.147,304,172.5,0.95153,2.01,0.46,4.1,0,8,3
"10538",13288,3,17.7,-0.92,0.3,37.3,0.045,-74,109,0.99249,2.95,-0.94,3.4,0,9,0
"10539",13289,4,12.3,0.31,0.34,-64.4,0.032,175,128,0.9917,2.1,0.47,12,0,8,2
"10540",13292,3,5.3,1.8,-0.72,-19.5,0.029,6,219,0.96022,3.20762822580645,0.48,11.9,1,6,3
"10541",13293,4,6.9,1.45,0.54,10.6,0.105,24,-104,0.99265,3.15,1.6,10.8,0,8,1
"10542",13296,4,2.5,-0.72,0.31,36.3,0.053,32,211,0.99587,2.41,0.59,7.8,0,8,2
"10543",13297,7,6.5,-1.03,0.37,1,0.036,-66,114,1.02752,3.06,-0.36,10.4892362598141,1,7,4
"10544",13298,2,6.7,-0.87,-0.88,-43.8,0.046,45,-235,0.96571,3.2,-0.22,6.1,-1,7,2
"10545",13299,4,-6.1,0.15,2.92,52.8,0.067,43,127,0.95201,3.33,0.527111782477341,10.9,1,6,2
"10546",13300,5,-5,0.25,-0.67,4.1,0.054,197,116,0.994,2.56,0.38,8.9,1,7,2
"10547",13301,4,6.5,0.29,0.98,7.4,0.036,-182,-601,0.99712,3.47,0.48,9.1,0,7,2
"10548",13302,3,18.5,1.58,0.32,-98.9,0.0548224891009295,-15,124,0.99278,1.8,-1.17,11,-1,8,1
"10549",13304,0,11.8,1.41,0.29,6,0.093,29,-52,0.96921,4.95,0.54,10.7,-1,7,0
"10550",13305,0,6.8,0.3,0.09,6.2,0.06,41,173,0.99858,4.37,0.51,5.9,1,7,0
"10551",13307,3,6.7,-0.33,0.92,6.6,0.292,136,120.714232642615,0.96858,2.81,1.4,12.5,-1,7,1
"10552",13308,4,5.6,-0.27,-0.4,1.1,-0.168,-440,-288,0.9918,4.04,1.64,10.3,0,6,2
"10553",13309,5,6.8,0.19,2.45,3.1,-0.104,31,530,1.01906,2.4,0.78,5.2,0,7,3
"10554",13310,1,11.3,1.23,-1.07,-29,-0.54,15,-62,0.994,3.22,0.527111782477341,9.5,-2,7,0
"10555",13312,0,-3.2,0.39,0.7,10.6,0.265,-84,169,0.99446,3.05,0.527111782477341,9.4,0,9,1
"10556",13313,2,-4.2,0.22,0.58,7.7,0.157,124,136,0.97707,2.51,0.527111782477341,6.2,-1,7,1
"10557",13314,4,7.3,2.28,-1.39,-72.4,-0.518,47,-235,1.04303,2.2,0.51,2.4,1,7,0
"10558",13315,3,13.9,1.43,2.04,4.5,0.03,-75,-164,0.9922,3.56,0.527111782477341,0.6,-1,6,2
"10559",13316,5,5.7,1.1,-0.51,-5.6,0.641,24,291,0.992,4.49,1.67,17.1,0,6,2
"10560",13317,7,6.2,0.36,0.82,29,0.018,117,119,0.9898,4.45,0.36,11.4,0,8,3
"10561",13318,6,11.9,-2.07,-0.11,39,0.028,53,120.714232642615,0.96472,3.14,0.84,10.3,1,9,3
"10562",13319,3,7,-0.68,0.21,43.8,-0.402,13,464,0.94081,2.12,0.47,9.4,0,8,1
"10563",13320,3,0.2,0.37,1.52,-55.9,0.05,12,537,1.03599,3.28,-1.36,13,-1,7,2
"10564",13321,4,3.8,0.28,0.38,-27.2,0.038,30.8455712874547,231,1.04547,3.22,0.59,23.6,0,6,1
"10565",13323,0,6.4,-1,-1.19,5.41873306511208,0.04,57,135,0.99672,2.22,0.91,11.7,2,7,0
"10566",13324,0,1.7,0.16,0.26,15.6,0.589,24,210,0.91174,4.22,0.527111782477341,16.3,0,8,1
"10567",13325,5,6.6,0.24,0.33,5.41873306511208,-0.09,8,81,1.01182,3.19,0.9,-1.6,1,7,2
"10568",13326,4,16.3,0.29,0.29,5.41873306511208,0.06,27,-2,0.99572,4.09,0.59,10.3,0,8,4
"10569",13327,0,13.7,-0.19,1.91,-51.6,0.387,12,-219,1.01398,4.01,3.92,7.2,0,11,0
"10570",13328,2,6.1,1.38,-0.61,85.4,0.271,247,516,0.97563,2.78,-0.57,9.9,-1,8,1
"10571",13329,0,15.8,0.27,-1.25,10.2,0.215,124,106,0.99632,3.16,0.38,9.7,1,7,0
"10572",13330,5,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,-0.27,10.4892362598141,1,7,3
"10573",13332,0,10.4,-1.03,-0.04,-39.2,0.427,-253,-123,0.99832,0.98,0.527111782477341,9.6,0,11,0
"10574",13333,0,-1.9,0.34,-1.18,53.5,0.129,62,49,0.99554,2.77,0.527111782477341,7.8,0,9,1
"10575",13334,1,13.4,0.23,0.85,56.3,0.452,14,100,0.9925,1.78,0.55,9.5,-2,7,0
"10576",13335,5,8,0.2,0.4,-30.4,0.569,141,167,0.97002,3.75,0.527111782477341,10.4892362598141,0,9,3
"10577",13336,2,6.8,1.12,0.5,13.3,0.832,-214,512,0.98172,3.38,1.72,9.4,-1,8,1
"10578",13338,3,8.3,-1.03,0.28,65,0.056,23,386,0.9986,2.3,0.527111782477341,9.3,0,7,1
"10579",13339,4,15.4,1.03,0.49,15.1,-0.8,-130,-98,0.97341,3.71,0.42,12.5,0,8,2
"10580",13340,5,0.6,0.21,0.34,1.1,0.046,-264,120.714232642615,1.03977,3.25,-0.16,17.7,1,8,2
"10581",13341,2,6.4,-1.93,1.58,63.5,0.093,506,120.714232642615,0.96516,3.15,0.29,9.2,-1,7,2
"10582",13342,4,4.8,0.33,1.27,8.9,0.028,159,274,0.9937,3.35,1.27,9.9,1,5,3
"10583",13343,5,6.2,2.8,0.36,-29.7,-0.294,37,-424,0.94887,3.23,1.16,8.8,1,7,3
"10584",13345,0,12.1,-0.68,-0.35,1.5,0.058,10,-382,0.9962,2.02,0.74,3.4,1,9,0
"10585",13346,5,8.6,0.26,0.32,-46,0.283,54,363,0.9956,2.05,0.52,7,1,7,3
"10586",13347,4,6.4,-0.74,0.32,2.4,0.0548224891009295,34,120.714232642615,0.99008,4.22,-0.47,12.5,-1,7,1
"10587",13348,5,7.5,0.47,1.39,5.9,0.048,-106,125,0.98619,3.09,0.26,5.2,2,8,0
"10588",13349,5,6.4,0.99,-0.69,6.6,0.046,-129,481,0.99408,2.62,0.58,9.9,1,7,4
"10589",13350,3,7.5,0.27,1.74,15.3,0.057,148,313,0.9946,3.78,2.69,10.5,0,8,2
"10590",13351,0,6.7,-0.175,1.91,12.4,-0.471,34,46,0.998,3.54,-0.55,6.9,0,7,0
"10591",13352,0,9.2,0.18,0.37,6.2,0.05,-523,140,1.02844,3.2,-1.2,3.6,1,8,1
"10592",13353,2,-0.5,-0.41,-0.25,64.55,0.059,237,252,1.03984,2.28,2.03,8.8,-1,7,3
"10593",13354,4,6.5,0.51,0.52,7.9,0.049,35,-102,0.99551,4.84,-0.69,9.5,0,7,2
"10594",13355,4,6,-0.15,-0.69,1.9,0.048,40,598,0.9938,2.92,-1.07,4.8,-1,7,2
"10595",13356,2,11.2,0.26,-2.41,4.1,0.316,-178,-92,1.02446,3.3,-0.79,9.5,-1,7,2
"10596",13357,0,13,0.27,-0.9,1.3,0.045,-122,100,0.99377,1.78,-1.22,12.4,0,9,0
"10597",13358,0,17.6,0.36,0.32,-15.3,0.067,4,242,0.96013,3.20762822580645,-1.3,12.8,0,7,0
"10598",13359,5,7,-1.08,-1.01,52.5,0.037,29,115,0.9927,3.95,0.55,10.5,1,8,2
"10599",13360,5,6.7,0.21,-1.25,0.9,-0.156,419,112,0.98249,3.02,0.5,16.7,1,7,3
"10600",13361,0,3.2,0.27,0.27,56.7,0.035,14,-262,0.99058,2.23,1.42,11.8,1,6,0
"10601",13363,2,10.3,0.29,2.09,14.95,0.067,252,178,0.99838,3.04,0.08,10.6,0,8,1
"10602",13365,6,7,0.19,1.4,-37.8,0.0548224891009295,-36,155,1.02528,2.99,3.59,12.7,0,8,2
"10603",13367,4,7.7,0.43,1,79.35,0.032,42,-65,0.98093,3.29,0.5,11.8,0,9,2
"10604",13369,3,7.9,0.41,0.4,20.7,0.0548224891009295,7,20,0.9941,5.31,1.45,8.7,0,8,1
"10605",13371,3,5,2.12,1.4,38.4,-0.239,263,116,0.99241,3.20762822580645,1.88,16.4,-1,6,2
"10606",13372,3,7.4,0.49,0.19,4,0.077,16,37,0.97462,3.37,0.26,10.5,0,8,2
"10607",13373,1,7.1,1.67,-0.83,-39.9,-0.473,29,129,1.0316,4.39,-0.69,7,-2,8,0
"10608",13374,2,19,0.24,-0.82,17.8,0.046,324,148,0.98769,3.20762822580645,0.39,8.7,-1,8,1
"10609",13375,3,12.1,0.66,0.49,11.7,0.035,320,131,0.99749,3.14,0.34,9,0,9,0
"10610",13376,2,6.5,1.14,0.24,14,-0.124,140,120.714232642615,1.08648,3.44,0.527111782477341,9.8,-2,7,1
"10611",13379,5,12.2,0.18,0.45,1.25,0.034,-48,531,0.9733,3.51,-0.84,16.4,0,6,1
"10612",13380,0,1.6,0.4,0.57,-43.8,-0.042,-54,-114,0.96945,3.28,0.57,12.5,0,10,1
"10613",13381,5,6.4,0.15,1.06,1.5,0.042,23,120.714232642615,0.98,3.11,1.87,14.9,0,7,0
"10614",13382,3,6.8,-0.63,0.32,56.6,0.374,-117,109,1.01105,1.37,0.44,4.2,-1,7,2
"10615",13383,0,18.2,1.77,0.41,1.5,0.056,6,120.714232642615,0.98154,2.24,0.527111782477341,15.6,2,9,0
"10616",13384,3,6.3,1.66,0.19,-5.3,0.049,47,184,0.99514,3.56,0.48,4.1,0,7,2
"10617",13385,5,8.1,1.81,0.32,7.9,-0.432,30.8455712874547,118,0.99176,4.05,0.46,13.1,0,9,3
"10618",13386,4,11.3,0.18,0.68,5.41873306511208,0.458,64,228,0.9945,3.06,0.62,9.3,1,7,2
"10619",13387,3,6,0.495,-0.52,5,0.007,304,340,1.00695,3.03,-0.85,8.6,0,7,0
"10620",13389,1,-0.3,0.95,0.88,25.9,-0.398,100,208,0.99395,2.9,0.527111782477341,11,0,10,0
"10621",13390,3,15.3,1.715,-1.11,1.8,0.114,266,64,1.0279,3.22,-0.57,11,-1,8,1
"10622",13391,6,6.8,0.25,0.41,13.3,-0.37,26,202,0.9972,3.20762822580645,1.74,7,2,7,3
"10623",13393,0,6.9,1.72,1.21,-53.5,0.078,290,-293,0.99712,4.19,0.527111782477341,9.8,0,8,1
"10624",13394,4,14.6,0.09,1.28,4.8,0.438,65,-175,1.03275,3.06,0.527111782477341,8.7,0,7,1
"10625",13395,6,3.9,0.4,0.08,56.4,0.033,24,-444,0.95541,3.15,0.45,19.7,2,8,3
"10626",13396,6,6.6,-2.58,0.1,-56.8,0.069,-234,120.714232642615,0.98965,3.41,0.527111782477341,-1.3,-1,7,3
"10627",13397,3,9.7,1.51,1.45,-4.8,0.04,48,184,1.00409,3.16,0.21,9.4,0,8,2
"10628",13399,4,17.3,-0.24,0.33,84.3,0.048,29,152,0.9962,3.1,0.54,5.4,1,8,2
"10629",13400,4,11.1,0.62,0.24,1.1,-0.088,6,62,0.9934,4.39,1.95,10.4,1,8,2
"10630",13401,3,5.5,1.63,0.03,5.41873306511208,0.032,23,422,1.02815,3.42,0.527111782477341,14.5,0,6,0
"10631",13402,0,11,0.36,0.04,1.8,0.074,17,24,1.03417,3.54,1.87,11.4,-1,8,0
"10632",13405,4,11.5,-0.78,-0.24,3.7,1.124,-169,208,1.06645,2.91,0.29,15.8,0,7,1
"10633",13406,2,31.2,1.25,0.46,36.4,0.217,184,29,0.96911,2.84,1.73,12.5,0,8,1
"10634",13407,3,16.8,1.9,-0.35,5.41873306511208,0.044,-134,127,0.95587,2.97,2,11,-2,7,1
"10635",13408,4,-3.8,0.26,0.96,1.2,-0.216,135,-37,0.9908,3.06,0.4,11,-1,6,1
"10636",13410,2,6,1.37,-1.18,1.8,-0.359,193,120.714232642615,1.00694,4.21,2.14,14.1,-2,7,0
"10637",13411,2,6.6,0.48,0.49,18.15,0.442,41,-105,0.95463,3.28,-1.14,8.7,-2,7,2
"10638",13412,3,6.6,0.43,-1.34,45.4,0.264,42,159,1.00249,2.04,0.54,15.7,-1,7,2
"10639",13413,0,6.9,-0.86,1.27,56.8,0.067,53,-47,1.06751,2.4,-0.93,9,2,8,0
"10640",13414,3,6.2,0.44,-0.11,22,0.096,203,807,0.99771,3.54,0.72,9.2,0,7,2
"10641",13415,3,4.1,0.44,0.27,8.4,0.057,60,-250,0.99257,3.16,0.36,18,-1,8,0
"10642",13417,0,7.3,-1.15,0.29,43.7,0.034,-184,118,0.9917,3.3,0.5,10.4892362598141,1,8,2
"10643",13418,3,2.8,-0.78,-0.72,39.1,0.054,63,120.714232642615,0.99888,2.84,-0.25,-4.7,-1,8,0
"10644",13419,0,1.5,0.22,1.88,1.8,0.16,34,-244,0.97801,2.17,-1.24,13.4,1,7,0
"10645",13420,3,7.2,0.25,-0.76,1.5,0.047,30.8455712874547,346,0.9933,2.17,0.44,10.5,0,8,1
"10646",13421,2,20.6,0.13,0.49,-58.8,-0.669,6,286,1.0039,2.91,0.06,9.9,-1,10,0
"10647",13423,3,2.4,0.31,0.04,3,0.027,30.8455712874547,102,0.98701,3.23,0.56,11.2,-1,6,3
"10648",13424,5,-3,1.24,0.32,1.1,-0.396,304,501,0.95103,2.07,0.41,11,1,7,2
"10649",13425,2,7.7,-0.59,0.77,18,0.322,215,75,0.99786,3.39,-0.35,8.4,-1,9,0
"10650",13426,2,6.3,0.21,0.6,11.7,0.048,-4,120.714232642615,1.01948,3.47,-0.61,19,-1,7,0
"10651",13428,4,-2.5,-0.09,0.13,7.8,0.042,117,-236,0.97428,3.23,0.37,9.2,1,7,2
"10652",13429,5,3.4,0.23,-0.75,-53.5,1.232,61,-189,0.99542,2.86,0.527111782477341,9.1,1,7,4
"10653",13430,0,-8.8,0.66,0.41,2.6,0.274,-180,88,1.02045,2.75,1.37,10.3,-1,11,1
"10654",13431,2,21.2,0.28,1.6,32.1,-0.41,-205,42,1.01222,3.03,0.42,13.1,-2,7,1
"10655",13432,5,5.6,0.86,0.58,1.25,0.034,29,-215,0.99129,3.09,1.53,12.4,0,6,2
"10656",13434,3,6.2,-0.04,0.81,5.41873306511208,0.041,110,120.714232642615,0.9909,1.5,-0.43,11.2,-1,7,2
"10657",13435,4,10.4,0.22,0.35,-0.4,0.039,393,290,0.9994,3.24,0.42,6,0,7,1
"10658",13436,5,8,-0.38,-0.09,1.1,0.048,103,150,0.99168,3.09,0.47,5.1,2,9,4
"10659",13437,5,0.6,-1.04,0.52,14.1,0.11,20,385,0.94953,4.25,-0.08,9,1,7,1
"10660",13439,3,18,0.17,-0.98,8.2,0.028,44,21,0.99272,3.09,0.41,23.7,-1,8,1
"10661",13440,0,12,0.51,0.24,2.6,0.087,12,-206,0.9998,3.20762822580645,-0.14,9.8,-1,10,0
"10662",13442,0,9.8,-0.8,0.48,8,0.073,-53,337,0.99458,3.2,0.69,7.7,1,11,0
"10663",13443,2,-3.8,0.3,0.22,5.41873306511208,0.0548224891009295,105,106,1.01567,3.49,1.34,11.6,-2,8,1
"10664",13444,0,3,1.13,0.27,33.9,-0.157,-113,120.714232642615,1.02416,2.5,-2.12,9.4,-1,8,0
"10665",13445,0,6.3,0.23,0.3,-54.5,-0.262,-78,186,0.9906,4.26,0.4,11.8,2,7,0
"10666",13446,4,-1.9,1.41,0.49,-48.1,0.18,473,120.714232642615,0.94521,3.08,1.33,14.4,0,9,4
"10667",13447,3,8.8,0.17,0.35,1.6,0.46,43,-180,0.9934,4.21,0.98,10.4892362598141,-1,8,1
"10668",13448,6,16.8,-0.49,0.31,-99.2,0.03,36,-761,0.9233,3.22,0.95,16.7,0,7,3
"10669",13451,3,-0.5,0.38,0.29,9.9,-0.15,154,146,1.0209,3.11,0.37,7.1,-1,7,2
"10670",13452,5,6.7,-1.2,0.39,1.1,0.04,325,120.714232642615,1.02011,3.32,-1.68,13.5,-1,7,2
"10671",13454,5,7.3,0.33,-0.34,-9.75,0.038,32,-228,0.96259,3.36,0.3,11.9,0,8,2
"10672",13455,0,6.7,0.77,0.28,27.1,0.057,21,93,0.99425,3.37,0.58,10.1,0,7,0
"10673",13456,4,6.1,0.32,0.43,1.6,0.05,-185,688,0.99346,3.27,0.47,8.6,1,8,3
"10674",13457,3,6.9,-0.91,0.14,2.4,0.58,21,-89,0.9968,3.43,0.527111782477341,7.7,-1,7,2
"10675",13458,5,18.1,0.77,-0.75,-32.2,0.043,30.8455712874547,278,0.99959,3.89,0.49,5.8,1,7,1
"10676",13459,5,2.3,-0.95,-0.53,-1.7,0.042,166,355,1.00202,3.14,0.37,15.1,0,7,3
"10677",13462,3,19.2,0.16,0.36,65.6,0.032,-115,106,1.04235,3.15,0.4,10.8,1,8,1
"10678",13463,4,-0.3,0.31,0.76,8.6,1.22,-247,-509,0.9956,2.95,0.52,9.8,1,8,2
"10679",13464,3,7.2,0.32,-0.18,1.5,-0.156,-241,443,1.03624,3.21,2,10.4892362598141,0,7,3
"10680",13466,3,7.6,0.34,0.29,7.6,0.04,580,215,0.9965,3.11,-0.75,5.6,-1,8,1
"10681",13467,3,2.7,0.11,1.97,1.6,0.612,503,90,0.99008,2.49,0.52,12.2,-1,6,2
"10682",13469,5,6,0.4,-0.38,-36.9,0.047,-80,431,0.9947,1.91,-0.98,6,1,7,2
"10683",13470,5,4.5,1.38,0.27,8.9,0.051,52,186,0.9928,3.23,-0.66,7.3,1,8,2
"10684",13471,4,17.6,-0.73,-0.93,1,0.0548224891009295,49,120.714232642615,0.99987,4.07,1.69,12.2,0,8,1
"10685",13472,3,0.1,-0.17,0.35,3.1,0.059,102,249,0.9971,2.07,1.51,8.5,0,7,1
"10686",13473,6,9.6,0.4,-0.99,45.9,-0.326,386,-130,0.995,3.2,-0.86,7.5,2,8,4
"10687",13474,2,7.8,-0.53,0.09,-55.6,0.043,10,80,0.99128,3.08,0.38,9.9,-1,8,2
"10688",13475,0,3.9,0.63,0.07,2.1,-0.138,240,-342,1.01963,2.4,2.3,10.4,-1,8,0
"10689",13476,5,6.9,0.72,-0.09,-46.5,0.204,-113,87,0.98693,2.01,0.45,12.8,1,8,3
"10690",13477,4,7.2,-1.02,-0.43,1.4,0.038,-118,438,0.9927,3.92,0.46,10.4892362598141,0,8,1
"10691",13478,3,6.4,0.3,-0.23,9.5,-0.046,-26,192,0.9955,4.11,0.527111782477341,9,0,7,2
"10692",13479,3,6.5,0.43,-0.52,-10.25,0.032,25,131,0.99565,3.23,0.51,5.6,0,7,2
"10693",13480,0,6.8,0.45,-0.77,2.4,0.0548224891009295,34,-160,0.99528,3.43,0.59,16.8,0,8,0
"10694",13482,4,6.4,0.69,0.27,47,0.503,-33,331,0.9948,3.28,0.35,10.2,0,7,3
"10695",13483,3,17.7,-1.04,-0.74,9.85,0.122,41,103,1.00225,3.20762822580645,-0.57,9.6,-1,7,3
"10696",13484,3,17.2,0.64,1.74,34.9,0.611,71,476,0.9495,3.31,0.54,12.8,0,7,2
"10697",13486,3,-0.4,0.32,0.22,-31.9,-0.426,-202,133,0.9979,3.22,0.67,10.4,-1,7,1
"10698",13488,4,6.9,0.24,0.33,4.8,0.327,-127,193,1.0216,2.7,-0.87,6.6,0,7,0
"10699",13489,2,1.1,1.73,0.8,8.2,0.442,102,324,0.99538,3.12,-2.17,11.4,-1,7,1
"10700",13491,0,2,0.27,0.59,6.1,0.032,13,276,0.95353,2.89,0.527111782477341,10.9,-1,9,0
"10701",13492,3,-1.6,0.3,-1.78,11,0.042,36,318,0.96052,3.15,-0.97,7.4,0,6,1
"10702",13494,5,6.7,-0.05,1.5,2,0.072,245,74,0.99064,4.44,0.65,12.5,1,7,4
"10703",13495,0,7.6,-0.3,0.02,1.7,-0.155,133,31,0.99316,3.37,-1,10.4,0,8,0
"10704",13496,6,7.4,1.43,0.42,1.7,0.049,41,3,1.05838,2.5,0.527111782477341,5.4,0,7,3
"10705",13498,2,13.7,0.2,0.32,47,0.046,18,80,0.99043,2.92,-1.02,2.85,-2,7,1
"10706",13499,3,6.1,1.25,-0.37,10.4,0,-119,119,0.99618,3.38,0.45,10.4892362598141,0,7,2
"10707",13500,4,5.9,-1.23,-0.68,14.95,0.044,30.8455712874547,461,0.98552,3.84,0.37,12,1,6,1
"10708",13501,0,10.7,0.22,-0.63,52.4,-0.518,37,181,0.998,2.87,1.88,9.5,0,11,1
"10709",13502,1,13.6,-2.37,-0.7,19.3,0.409,127,247,1.00055,5.07,0.56,10.4892362598141,-2,8,0
"10710",13503,3,0.7,0.29,1.28,1,0.038,-20,28,0.99164,3.35,0.45,16,0,6,3
"10711",13504,4,14.3,0.19,1.08,-34.7,-0.28,109,-209,0.99186,2.95,0.95,11.3,0,7,3
"10712",13505,4,6.4,0.21,0.3,5.6,0.044,38,160,0.9949,2.99,-0.42,6.1,0,7,3
"10713",13506,3,0.5,-0.14,0.2,53.2,0.05,30.8455712874547,528,0.99504,2.66,0.48,10.4892362598141,0,7,1
"10714",13507,2,9.1,0.16,0.26,57.4,-0.308,28,-232,0.97273,3.3,0.43,14.7,-1,9,2
"10715",13509,0,9,0.39,-0.84,1.3,-0.264,25,50,1.01281,3.88,0.83,3.2,0,10,0
"10716",13510,4,-10.3,0.045,-0.63,57.9,-0.397,36,522,0.96549,3.32,0.42,3.7,0,7,1
"10717",13511,6,16.8,0.44,0.82,1.3,-0.459,26,84,0.99609,5.12,-0.14,10.7,2,8,2
"10718",13512,6,6,0.24,-1.13,30.9,0.479,42,120.714232642615,0.99018,3.04,0.08,6.95,2,7,1
"10719",13513,5,7.1,1.52,-0.12,44.05,0.033,26,118,1.0235,2.37,-1.23,11.1,0,8,4
"10720",13514,0,-4.7,0.3,0.36,4.5,0.054,-89,686,0.95449,3.46,0.527111782477341,10.4,0,8,1
"10721",13515,1,-2.7,0.19,0.24,-26,-0.474,3,-197,0.99362,3.24,-0.57,6.7,-2,6,1
"10722",13517,3,-5.1,0.34,0.36,4.9,0.363,-517,193,1.04085,3.15,0.49,9.7,0,7,1
"10723",13518,4,5.5,0.16,1.85,4.5,0.03,30,102,0.97805,2.65,0.36,8,0,6,0
"10724",13519,3,13.2,2.035,0.1,11.5,0.053,226,744,0.99362,4.27,-1.07,9.3,0,7,2
"10725",13520,5,8.6,0.27,-1.92,1.3,0.0548224891009295,335,138,0.99377,2.71,0.78,4.5,1,7,3
"10726",13521,3,18.9,0.34,0.82,0.3,0.174,36,272,1.01668,3.1,0.527111782477341,15.4,0,8,1
"10727",13522,2,18.1,0.18,1.78,7.1,0.041,220,110,0.98396,3.2,1.45,9.2,-2,8,1
"10728",13523,0,-0.6,1.075,1.63,0.1,-0.116,5,-75,0.9982,3.17,1.36,-1.1,1,11,0
"10729",13524,0,17.6,-0.83,0.23,28,0.032,169,-289,1.02598,3.13,0.4,2.3,-1,9,1
"10730",13526,5,19.9,0.24,0.45,75.2,0.176,-191,771,0.98745,2.32,0.47,5.3,1,10,2
"10731",13527,5,6.2,0.66,-0.09,1.2,0.186,29,75,0.9892,1.24,0.39,12.8,-1,7,2
"10732",13528,4,5.4,0.78,1.45,5.41873306511208,0.034,30.8455712874547,120.714232642615,0.9918,3.35,-0.97,11.1,-1,7,2
"10733",13529,2,10,-1.14,0.49,7.8,0.354,-195,217,0.9959,1.97,0.527111782477341,11.7,-2,7,1
"10734",13530,7,10.2,0.16,0.19,1.2,0.051,39,122,0.99058,4.25,2.34,11.3,2,7,3
"10735",13531,5,17,1.3,-1.28,-24.3,0.041,-162,127,0.99524,3.05,0.53,-1,0,6,3
"10736",13532,6,9,-0.15,0.27,1.5,-0.194,37,81,1.02029,3.2,1.43,14.4,2,6,2
"10737",13534,4,0.9,1.34,0.7,51.5,0.053,-20,114,1.02795,3.39,0.77,6.9,0,7,1
"10738",13536,4,6.6,0.23,-0.11,11.4,-0.02,162,131,0.99604,1.85,0.98,11.5,0,7,2
"10739",13537,3,-1.8,0.25,3.23,-43.1,0.044,-223,-234,0.96072,3.34,2.07,12.5,0,6,1
"10740",13539,3,6.2,0.31,0.23,3.3,-0.007,-175,-249,0.99429,3.35,-0.06,14.3,0,7,2
"10741",13540,3,7.2,1.63,0.28,-19.3,0.046,6,41,0.99665,3.17,1.76,10.9,-1,8,1
"10742",13541,3,17.7,0.41,0.01,2.8,-0.498,39,-287,1.03418,2.45,-0.13,8.3,0,7,2
"10743",13542,3,10.4,1.53,1.3,5.41873306511208,0.0548224891009295,31,-44,0.9954,3.51,0.527111782477341,10.4892362598141,0,7,1
"10744",13543,6,7.9,-1,0.49,8.2,-0.118,32,164,0.9368,3.29,0.6,-1.6,1,9,2
"10745",13544,5,7.3,-0.56,0.49,1.2,0.266,-107,92,1.01126,3.38,-0.69,2.5,1,7,2
"10746",13546,3,7.2,-0.55,1.59,8.5,-0.457,45,120.714232642615,1.03425,2.78,0.52,12.5,0,8,0
"10747",13547,4,6.6,0.23,0.26,5.41873306511208,0.045,63,128,1.02745,2.68,0.6,5.1,0,7,1
"10748",13548,5,-0.2,0.15,0.79,5.41873306511208,0.541,345,486,0.9907,2.02,0.73,11.2,0,7,1
"10749",13549,0,8.5,-0.96,0.72,2.2,0.072,-8,29,0.95757,2.95,0.05,4.8,0,14,1
"10750",13550,5,11.6,-0.73,1.49,1.1,0.13,-38,140,0.9927,2.71,3.31,5.6,0,7,3
"10751",13551,2,5,0.22,2.55,27.6,-0.309,49,180,0.9984,3.34,0.527111782477341,13.7,-1,7,0
"10752",13552,3,6.6,-0.21,0.29,1.3,0.01,30.8455712874547,64,0.9932,3.24,1.56,10.1,0,8,1
"10753",13553,4,-2.6,-1.05,-1.9,-4.1,-0.529,-83,95,0.91544,3.16,0.527111782477341,9.8,-1,8,2
"10754",13554,4,13.8,0.32,-0.62,-9.8,0.053,32,180,1.02877,3.25,0.527111782477341,4.9,0,7,3
"10755",13555,1,3.5,1.09,-1.08,-11.3,0.053,-127,465,1.03722,3.29,-0.49,9.9,-1,8,1
"10756",13556,4,7.2,0.04,0.32,8.5,1.045,47,572,0.9956,3.19,0.4,9.4,0,8,2
"10757",13557,2,19.2,0.15,0.34,5.1,0.249,34,-110,0.9942,3.01,1.5,9.6,-1,7,1
"10758",13558,3,13.7,0.36,-1.4,40.9,-0.353,250,119,0.98041,3.75,0.9,17.1,-1,8,3
"10759",13559,7,-6.9,-1.77,0.77,3.05,-0.323,41.5,195,1,3.06,0.527111782477341,10.4892362598141,2,8,4
"10760",13560,3,6.4,0.25,-0.55,45.6,0.038,15,385,0.97493,3.14,-1.18,-1.2,-1,7,2
"10761",13561,4,10.9,-0.85,0.3,60.6,-0.346,13,128,0.94382,3.19,0.49,9.7,1,8,1
"10762",13562,4,17.8,0.28,0.68,-110.5,0.05,195,378,0.993,1.94,0.71,16.5,0,8,3
"10763",13563,2,6.7,0.33,0.18,8,0.224,54,610,0.9961,3.22,0.43,2.4,-1,7,0
"10764",13564,6,6.1,0.04,0.28,63.75,0.032,65,330,0.97532,2.44,0.47,11.166666667,1,7,3
"10765",13565,5,0.4,0.18,1.98,21,0.539,44,377,0.9939,3.3,-0.93,13.5,1,7,3
"10766",13567,0,8.1,0.66,1.81,-23.4,0.248,-226,476,0.99662,3.08,0.53,9,0,9,0
"10767",13568,5,9.2,-0.03,0.34,119.4,-0.546,31,93,1.02398,2.93,-1.09,8.6,0,10,4
"10768",13569,0,6.2,0.25,1.41,33.5,1.249,30.8455712874547,83,0.99893,2.02,0.4,11.1,1,7,0
"10769",13570,5,14.4,1.51,1.58,-19,0.538,568,189,0.98906,3.20762822580645,0.16,13.7,0,6,2
